Date,High,Low,Open,Close,Volume,yhat,us_china,trump,malaysia,Score,target_cls
2017-02-07,4.980000018999999,4.920000076,4.96999979,4.96999979,10250700.0,4.890721871,62.42857143,56.14285714,43.0,0.0,1.0
2017-02-08,5.0,4.940000057,4.940000057,5.0,13899300.0,4.880606216,66.57142857,51.85714286,43.0,0.0,1.0
2017-02-10,5.150000095,5.059999943,5.079999924,5.079999924,24387100.0,4.882291073999999,70.71428571,47.57142857,43.0,0.0,1.0
2017-02-13,5.190000057,5.110000134,5.110000134,5.170000076,17998000.0,4.878326608,76.85714286,37.57142857,43.14285714,0.0,0.0
2017-02-14,5.179999828,5.150000095,5.170000076,5.170000076,18436200.0,4.857446236,74.71428571,36.14285714,43.28571429,0.0,0.0
2017-02-15,5.179999828,5.150000095,5.170000076,5.170000076,17645500.0,4.840457537,72.57142857,34.71428571,43.42857143,0.0,0.0
2017-02-16,5.170000076,5.070000172,5.170000076,5.090000153,13791100.0,4.833113977,70.42857143,33.28571429,43.57142857,0.0,0.0
2017-02-17,5.099999905,5.070000172,5.090000153,5.079999924,12141700.0,4.830888054,68.28571429,31.85714286,43.71428571,0.0,1.0
2017-02-20,5.139999866,5.070000172,5.079999924,5.090000153,7797100.0,4.803105648,62.85714286,28.42857143,44.28571429,0.0,0.0
2017-02-21,5.139999866,5.079999924,5.1199998860000004,5.079999924,7434400.0,4.806146204,61.71428571,27.85714286,44.57142857,0.0,0.0
2017-02-22,5.1300001139999996,5.039999962,5.090000153,5.079999924,19755600.0,4.825353277,60.57142857,27.28571429,44.85714286,0.0,1.0
2017-02-23,5.099999905,5.070000172,5.090000153,5.090000153,8821800.0,4.851141398999999,59.42857143,26.71428571,45.14285714,0.0,0.0
2017-02-24,5.110000134,5.059999943,5.079999924,5.079999924,11758700.0,4.868932561,58.28571429,26.14285714,45.42857143,0.0,0.0
2017-02-27,5.110000134,4.940000057,5.070000172,4.940000057,8797100.0,4.877882537,57.28571429,24.85714286,45.57142857,0.0,1.0
2017-02-28,5.010000229,4.909999847,4.9499998089999995,4.96999979,19316000.0,4.905993431000001,58.57142857,24.71428571,45.14285714,1.0,1.0
2017-03-01,5.110000134,5.010000229,5.039999962,5.090000153,19179100.0,4.949111621,59.85714286,24.57142857,44.71428571,1.0,1.0
2017-03-02,5.269999981000001,5.110000134,5.110000134,5.1999998089999995,19108700.0,4.9916596,61.14285714,24.42857143,44.28571429,0.0,1.0
2017-03-03,5.25,5.1300001139999996,5.21999979,5.21999979,17092100.0,5.021310483,62.42857143,24.28571429,43.85714286,0.0,1.0
2017-03-06,5.5,5.210000038,5.230000018999999,5.4600000379999996,29294400.0,5.082846963,64.57142857,24.42857143,42.42857143,0.0,0.0
2017-03-07,5.480000018999999,5.389999866,5.46999979,5.4499998089999995,21801600.0,5.118468414,64.14285714,24.85714286,41.85714286,0.0,0.0
2017-03-08,5.440000057000001,5.360000134,5.389999866,5.3699998860000004,13200500.0,5.15265134,63.71428571,25.28571429,41.28571429,0.0,1.0
2017-03-09,5.429999828,5.349999905,5.360000134,5.3800001139999996,11297800.0,5.1764847739999995,63.28571429,25.71428571,40.71428571,1.0,0.0
2017-03-10,5.409999847000001,5.309999943,5.400000095,5.3699998860000004,17860300.0,5.1914541110000005,62.85714286,26.14285714,40.14285714,0.0,1.0
2017-03-13,5.420000076,5.3699998860000004,5.3699998860000004,5.400000095,16426700.0,5.268942962,60.28571429,26.28571429,38.85714286,0.0,1.0
2017-03-14,5.46999979,5.3699998860000004,5.400000095,5.420000076,21192000.0,5.300399786,58.57142857,25.57142857,38.71428571,0.0,0.0
2017-03-15,5.400000095,5.349999905,5.400000095,5.360000134,9596400.0,5.318640481,56.85714286,24.85714286,38.57142857,0.0,1.0
2017-03-16,5.590000152999999,5.400000095,5.400000095,5.590000152999999,49447300.0,5.323903073,55.14285714,24.14285714,38.42857143,0.0,1.0
2017-03-17,5.769999981000001,5.579999924,5.590000152999999,5.650000095,54988200.0,5.325893602,53.42857143,23.42857143,38.28571429,0.0,0.0
2017-03-20,5.829999924,5.6199998860000004,5.670000076,5.650000095,30954400.0,5.360394887,53.71428571,22.0,40.0,0.0,0.0
2017-03-21,5.730000018999999,5.6199998860000004,5.659999847000001,5.650000095,15961200.0,5.36343047,57.42857143,22.0,42.0,0.0,0.0
2017-03-22,5.6300001139999996,5.5500001910000005,5.599999905,5.599999905,22453200.0,5.36000671,61.14285714,22.0,44.0,0.0,0.0
2017-03-23,5.6999998089999995,5.599999905,5.6300001139999996,5.599999905,24020000.0,5.36090153,79.42857143,21.71428571,51.57142857,0.0,1.0
2017-03-24,5.659999847000001,5.610000134,5.650000095,5.6199998860000004,11266800.0,5.374367511,82.85714286,21.42857143,51.14285714,0.0,0.0
2017-03-27,5.71999979,5.6199998860000004,5.639999866,5.6199998860000004,15788500.0,5.4158321229999995,86.28571429,21.14285714,50.71428571,0.0,0.0
2017-03-28,5.6300001139999996,5.5500001910000005,5.610000134,5.559999942999999,13847000.0,5.401594861,89.71428571,20.85714286,50.28571429,0.0,1.0
2017-03-29,5.610000134,5.559999942999999,5.570000172,5.579999924,16857800.0,5.38600706,93.14285714,20.57142857,49.85714286,0.0,1.0
2017-04-03,5.6300001139999996,5.519999981000001,5.559999942999999,5.590000152999999,14029300.0,5.422084592,98.28571429,19.57142857,47.28571429,0.0,0.0
2017-04-04,5.610000134,5.5500001910000005,5.590000152999999,5.570000172,26709600.0,5.40752708,96.57142857,19.14285714,45.57142857,0.0,0.0
2017-04-05,5.579999924,5.5500001910000005,5.570000172,5.559999942999999,29113900.0,5.3977185279999995,94.85714286,18.71428571,43.85714286,0.0,0.0
2017-04-06,5.570000172,5.480000018999999,5.559999942999999,5.489999771,22467000.0,5.398423062999999,93.14285714,18.28571429,42.14285714,0.0,0.0
2017-04-07,5.519999981000001,5.429999828,5.480000018999999,5.4600000379999996,19226800.0,5.403610068,91.42857143,17.85714286,40.42857143,0.0,1.0
2017-04-10,5.5,5.4499998089999995,5.4600000379999996,5.46999979,10645500.0,5.378118282999999,84.57142857,17.0,37.14285714,0.0,0.0
2017-04-11,5.5,5.420000076,5.480000018999999,5.4600000379999996,8374500.0,5.373213719,81.14285714,17.0,37.28571429,0.0,1.0
2017-04-12,5.46999979,5.429999828,5.4600000379999996,5.46999979,9352800.0,5.381292902,77.71428571,17.0,37.42857143,0.0,0.0
2017-04-13,5.46999979,5.329999924,5.46999979,5.3800001139999996,24831200.0,5.39517075,74.28571429,17.0,37.57142857,0.0,0.0
2017-04-14,5.400000095,5.320000172,5.3800001139999996,5.3800001139999996,8596800.0,5.402962765,70.85714286,17.0,37.71428571,0.0,1.0
2017-04-17,5.480000018999999,5.3699998860000004,5.3699998860000004,5.4499998089999995,8019100.0,5.386712286,62.28571429,16.85714286,37.42857143,0.0,1.0
2017-04-18,5.5,5.4600000379999996,5.5,5.480000018999999,11131900.0,5.394190839,60.57142857,16.71428571,36.85714286,0.0,0.0
2017-04-19,5.5,5.4499998089999995,5.46999979,5.480000018999999,4937700.0,5.407721946000001,58.85714286,16.57142857,36.28571429,0.0,1.0
2017-04-20,5.53000021,5.4600000379999996,5.4600000379999996,5.5,9097700.0,5.418147788,57.14285714,16.42857143,35.71428571,0.0,1.0
2017-04-21,5.650000095,5.53000021,5.53000021,5.610000134,12234500.0,5.42259465,55.42857143,16.28571429,35.14285714,0.0,1.0
2017-04-24,5.6300001139999996,5.6300001139999996,5.6300001139999996,5.6300001139999996,0.0,5.479982691,52.85714286,16.85714286,34.28571429,0.0,1.0
2017-04-25,5.809999942999999,5.650000095,5.71999979,5.75,23817500.0,5.51822923,53.28571429,17.28571429,34.42857143,0.0,0.0
2017-04-26,5.7899999620000004,5.739999771,5.769999981000001,5.75,18217900.0,5.546600522,53.71428571,17.71428571,34.57142857,0.0,0.0
2017-04-27,5.820000172,5.75,5.7899999620000004,5.75,15391200.0,5.558511492,54.14285714,18.14285714,34.71428571,1.0,0.0
2017-04-28,5.8000001910000005,5.739999771,5.78000021,5.739999771,14800400.0,5.562136229,53.57142857,20.0,35.85714286,0.0,1.0
2017-05-02,5.940000057000001,5.75,5.8000001910000005,5.8800001139999996,21615500.0,5.68235469,52.14285714,21.0,36.71428571,0.0,0.0
2017-05-03,5.9600000379999996,5.78000021,5.909999847000001,5.809999942999999,9946600.0,5.705337452,49.28571429,23.0,38.42857143,0.0,0.0
2017-05-04,5.840000152999999,5.7100000379999996,5.809999942999999,5.7899999620000004,16082200.0,5.714069374,47.85714286,24.0,39.28571429,0.0,1.0
2017-05-05,5.840000152999999,5.739999771,5.78000021,5.809999942999999,16025700.0,5.720334012,44.42857143,25.85714286,40.42857143,0.0,1.0
2017-05-08,5.849999905,5.809999942999999,5.820000172,5.829999924,14414400.0,5.776114616,43.85714286,25.71428571,39.85714286,0.0,1.0
2017-05-09,5.8800001139999996,5.840000152999999,5.840000152999999,5.849999905,17008100.0,5.78498289,43.28571429,25.57142857,39.28571429,0.0,1.0
2017-05-11,5.980000018999999,5.900000095,5.929999828,5.909999847000001,25853800.0,5.787216974,42.71428571,25.42857143,38.71428571,0.0,1.0
2017-05-12,5.9600000379999996,5.909999847000001,5.929999828,5.9499998089999995,19914800.0,5.800515128,42.14285714,25.28571429,38.14285714,0.0,0.0
2017-05-15,5.96999979,5.920000076,5.9499998089999995,5.940000057000001,7276600.0,5.856453623999999,40.57142857,25.0,37.71428571,0.0,1.0
2017-05-16,5.989999771,5.920000076,5.9600000379999996,5.96999979,16644000.0,5.857447276,40.14285714,25.0,38.42857143,0.0,0.0
2017-05-17,5.96999979,5.929999828,5.96999979,5.9499998089999995,7486500.0,5.858367063999999,39.71428571,25.0,39.14285714,0.0,0.0
2017-05-18,5.96999979,5.900000095,5.900000095,5.940000057000001,24938900.0,5.868849136000001,39.28571429,25.0,39.85714286,0.0,1.0
2017-05-19,5.989999771,5.929999828,5.9499998089999995,5.9600000379999996,29244400.0,5.889214971,38.85714286,25.0,40.57142857,0.0,0.0
2017-05-22,5.989999771,5.940000057000001,5.989999771,5.9499998089999995,12673800.0,5.94256698,41.71428571,24.57142857,41.71428571,1.0,1.0
2017-05-23,6.010000229,5.909999847000001,5.9499998089999995,5.989999771,18033400.0,5.965046557000001,49.14285714,23.71428571,41.14285714,0.0,1.0
2017-05-24,6.230000018999999,5.9499998089999995,6.0,6.1300001139999996,27869200.0,6.00375592,52.85714286,23.28571429,40.85714286,1.0,1.0
2017-05-25,6.429999828,6.170000076,6.239999771,6.320000172,33326500.0,6.054898142000001,56.57142857,22.85714286,40.57142857,0.0,1.0
2017-05-26,6.400000095,6.2899999620000004,6.3000001910000005,6.349999905,26516100.0,6.10447376,61.42857143,21.71428571,39.42857143,0.0,0.0
2017-05-29,6.360000134,6.309999942999999,6.349999905,6.340000152999999,11919500.0,6.185919361,58.85714286,21.42857143,38.85714286,0.0,1.0
2017-05-31,6.400000095,6.2899999620000004,6.3000001910000005,6.400000095,47276500.0,6.279547135,56.28571429,21.14285714,38.28571429,0.0,1.0
2017-06-01,6.5399999620000004,6.3699998860000004,6.3800001139999996,6.5,20931900.0,6.340440772000001,53.71428571,20.85714286,37.71428571,0.0,1.0
2017-06-02,6.679999828,6.5,6.5,6.610000134,23130300.0,6.390793412000001,51.14285714,20.57142857,37.14285714,1.0,1.0
2017-06-05,6.8699998860000004,6.610000134,6.6300001139999996,6.75,20839200.0,6.474196806,47.71428571,18.85714286,38.28571429,0.0,0.0
2017-06-06,6.829999924,6.659999847000001,6.75,6.739999771,16414800.0,6.508519131,48.57142857,18.28571429,39.42857143,1.0,0.0
2017-06-07,6.8000001910000005,6.670000076,6.75,6.7100000379999996,20957500.0,6.54430675,49.42857143,17.71428571,40.57142857,0.0,0.0
2017-06-08,6.71999979,6.6199998860000004,6.6999998089999995,6.670000076,19777200.0,6.57050969,50.28571429,17.14285714,41.71428571,0.0,0.0
2017-06-09,6.679999828,6.5500001910000005,6.659999847000001,6.6300001139999996,20974800.0,6.582952478999999,51.14285714,15.85714286,42.71428571,0.0,0.0
2017-06-13,6.769999981000001,6.599999905,6.679999828,6.610000134,45231300.0,6.636827227,50.28571429,15.71428571,41.42857143,0.0,1.0
2017-06-14,6.75,6.6300001139999996,6.6300001139999996,6.730000018999999,28389500.0,6.645803387000001,49.42857143,15.57142857,40.14285714,0.0,1.0
2017-06-15,6.860000134,6.739999771,6.75,6.760000229,30211600.0,6.6387574670000005,48.57142857,15.42857143,38.85714286,1.0,0.0
2017-06-16,6.78000021,6.730000018999999,6.769999981000001,6.730000018999999,34510100.0,6.6217547329999995,47.71428571,15.28571429,37.57142857,0.0,0.0
2017-06-19,6.730000018999999,6.650000095,6.730000018999999,6.670000076,14070900.0,6.590617036,49.71428571,15.14285714,36.14285714,0.0,0.0
2017-06-20,6.6999998089999995,6.6199998860000004,6.670000076,6.639999866,18262700.0,6.577424799999999,53.42857143,15.28571429,37.28571429,0.0,1.0
2017-06-21,6.679999828,6.6199998860000004,6.6300001139999996,6.650000095,20196900.0,6.555115951,57.14285714,15.42857143,38.42857143,0.0,0.0
2017-06-22,6.6999998089999995,6.6199998860000004,6.670000076,6.650000095,15637200.0,6.531542451,60.85714286,15.57142857,39.57142857,0.0,1.0
2017-06-23,6.679999828,6.610000134,6.670000076,6.679999828,8934100.0,6.517929157,64.57142857,15.71428571,40.71428571,0.0,0.0
2017-06-26,6.659999847000001,6.659999847000001,6.659999847000001,6.659999847000001,0.0,6.512363242,70.57142857,16.28571429,43.28571429,0.0,0.0
2017-06-27,6.659999847000001,6.659999847000001,6.659999847000001,6.659999847000001,0.0,6.487246317,69.14285714,16.57142857,43.57142857,0.0,1.0
2017-06-28,6.829999924,6.639999866,6.75,6.679999828,21960600.0,6.4535580679999995,67.71428571,16.85714286,43.85714286,0.0,0.0
2017-06-29,6.690000057000001,6.6300001139999996,6.690000057000001,6.639999866,8854900.0,6.427759276000001,66.28571429,17.14285714,44.14285714,0.0,0.0
2017-06-30,6.670000076,6.429999828,6.659999847000001,6.579999924,15453000.0,6.419975525,64.85714286,17.42857143,44.42857143,0.0,0.0
2017-07-03,6.570000172,6.400000095,6.480000018999999,6.519999981000001,15299600.0,6.417417052999999,67.0,17.57142857,46.57142857,0.0,0.0
2017-07-04,6.570000172,6.489999771,6.5399999620000004,6.510000229,24469900.0,6.393494792,72.0,17.14285714,48.14285714,0.0,0.0
2017-07-05,6.519999981000001,6.489999771,6.510000229,6.510000229,11837400.0,6.368566435,77.0,16.71428571,49.71428571,0.0,1.0
2017-07-06,6.599999905,6.5,6.510000229,6.599999905,12243100.0,6.353217462999999,82.0,16.28571429,51.28571429,0.0,0.0
2017-07-07,6.599999905,6.5399999620000004,6.590000152999999,6.5500001910000005,13557000.0,6.34701104,87.0,15.85714286,52.85714286,0.0,0.0
2017-07-10,6.5500001910000005,6.480000018999999,6.53000021,6.53000021,12319500.0,6.3005072239999995,93.57142857,15.42857143,55.0,0.0,0.0
2017-07-11,6.5,6.340000152999999,6.4499998089999995,6.389999866,25819500.0,6.280410399,90.14285714,15.85714286,54.0,0.0,0.0
2017-07-12,6.400000095,6.2899999620000004,6.400000095,6.309999942999999,20729200.0,6.2726734120000005,86.71428571,16.28571429,53.0,0.0,1.0
2017-07-13,6.3699998860000004,6.3000001910000005,6.329999924,6.340000152999999,23927300.0,6.275638337,83.28571429,16.71428571,52.0,0.0,0.0
2017-07-14,6.409999847000001,6.309999942999999,6.389999866,6.340000152999999,12973100.0,6.278380436,79.85714286,17.14285714,51.0,0.0,0.0
2017-07-17,6.3699998860000004,6.239999771,6.349999905,6.28000021,10224700.0,6.237517522999999,73.28571429,17.85714286,47.57142857,0.0,1.0
2017-07-18,6.349999905,6.2899999620000004,6.329999924,6.329999924,13756700.0,6.23062124,73.57142857,17.71428571,46.14285714,0.0,1.0
2017-07-19,6.5,6.349999905,6.360000134,6.420000076,12896400.0,6.233639844,73.85714286,17.57142857,44.71428571,0.0,0.0
2017-07-20,6.4499998089999995,6.3000001910000005,6.4499998089999995,6.309999942999999,21321100.0,6.238308443999999,74.14285714,17.42857143,43.28571429,0.0,1.0
2017-07-21,6.389999866,6.329999924,6.349999905,6.349999905,20201300.0,6.2375469820000005,74.42857143,17.28571429,41.85714286,0.0,0.0
2017-07-24,6.400000095,6.329999924,6.389999866,6.340000152999999,8340100.0,6.258173785,77.42857143,16.71428571,39.28571429,0.0,1.0
2017-07-24,6.400000095,6.329999924,6.389999866,6.340000152999999,8340100.0,6.258173785,77.42857143,16.71428571,39.28571429,0.0,1.0
2017-07-24,6.400000095,6.329999924,6.389999866,6.340000152999999,8340100.0,6.258173785,77.42857143,16.71428571,39.28571429,0.0,1.0
2017-07-25,6.4499998089999995,6.329999924,6.409999847000001,6.349999905,11523200.0,6.290294593,79.85714286,16.42857143,39.57142857,0.0,1.0
2017-07-26,6.400000095,6.349999905,6.3800001139999996,6.400000095,10637600.0,6.320529481,82.28571429,16.14285714,39.85714286,0.0,1.0
2017-07-27,6.610000134,6.429999828,6.429999828,6.590000152999999,25349300.0,6.336668212999999,84.71428571,15.85714286,40.14285714,0.0,1.0
2017-07-28,6.730000018999999,6.570000172,6.599999905,6.639999866,60290200.0,6.339547584,87.14285714,15.57142857,40.42857143,0.0,0.0
2017-07-31,6.6999998089999995,6.5,6.6999998089999995,6.5500001910000005,27703200.0,6.397629853,88.28571429,16.42857143,42.14285714,0.0,0.0
2017-08-01,6.639999866,6.510000229,6.599999905,6.510000229,13198400.0,6.439742885,84.57142857,17.85714286,43.28571429,0.0,1.0
2017-08-02,6.570000172,6.53000021,6.5399999620000004,6.559999942999999,14161200.0,6.472035658999999,80.85714286,19.28571429,44.42857143,0.0,1.0
2017-08-03,6.599999905,6.510000229,6.559999942999999,6.599999905,11286300.0,6.488307337,77.14285714,20.71428571,45.57142857,0.0,1.0
2017-08-04,6.769999981000001,6.599999905,6.670000076,6.6199998860000004,12685200.0,6.495997169,73.42857143,22.14285714,46.71428571,0.0,1.0
2017-08-07,6.7100000379999996,6.6199998860000004,6.639999866,6.679999828,8310400.0,6.553708059,63.57142857,24.0,56.28571429,1.0,1.0
2017-08-08,6.769999981000001,6.690000057000001,6.6999998089999995,6.760000229,14608500.0,6.570703823,61.14285714,23.0,63.57142857,0.0,0.0
2017-08-09,6.7899999620000004,6.730000018999999,6.78000021,6.760000229,7135800.0,6.5760872,58.71428571,22.0,70.85714286,0.0,1.0
2017-08-10,6.78000021,6.6999998089999995,6.760000229,6.78000021,6269900.0,6.576972448999999,56.28571429,21.0,78.14285714,0.0,1.0
2017-08-11,6.8000001910000005,6.6999998089999995,6.730000018999999,6.8000001910000005,12182100.0,6.584620223,53.85714286,20.0,85.42857143,0.0,0.0
2017-08-14,6.809999942999999,6.739999771,6.75,6.78000021,10078800.0,6.63965118,47.85714286,17.42857143,94.28571429,0.0,0.0
2017-08-15,6.809999942999999,6.75,6.769999981000001,6.78000021,7486600.0,6.640235306,46.71428571,16.85714286,88.57142857,0.0,0.0
2017-08-16,6.7899999620000004,6.730000018999999,6.7899999620000004,6.769999981000001,10244200.0,6.6332788229999995,45.57142857,16.28571429,82.85714286,0.0,0.0
2017-08-17,6.809999942999999,6.730000018999999,6.769999981000001,6.769999981000001,7602600.0,6.629910682999999,44.42857143,15.71428571,77.14285714,0.0,0.0
2017-08-18,6.769999981000001,6.690000057000001,6.7100000379999996,6.769999981000001,7143000.0,6.63558721,43.28571429,15.14285714,71.42857143,0.0,0.0
2017-08-21,6.769999981000001,6.71999979,6.75,6.75,10316000.0,6.64789089,43.42857143,13.85714286,57.85714286,0.0,0.0
2017-08-22,6.769999981000001,6.71999979,6.769999981000001,6.75,10687900.0,6.645238487,45.85714286,13.71428571,55.71428571,0.0,0.0
2017-08-23,6.760000229,6.71999979,6.75,6.739999771,15680600.0,6.65345429,50.71428571,13.42857143,51.42857143,0.0,0.0
2017-08-24,6.730000018999999,6.510000229,6.7100000379999996,6.71999979,15095800.0,6.675312886,53.14285714,13.28571429,49.28571429,0.0,0.0
2017-08-25,6.71999979,6.6199998860000004,6.6999998089999995,6.71999979,5878200.0,6.700947426,56.57142857,12.14285714,48.42857143,0.0,1.0
2017-08-28,6.78000021,6.6199998860000004,6.650000095,6.78000021,6736500.0,6.700163774,55.85714286,11.71428571,50.14285714,1.0,0.0
2017-08-29,6.8000001910000005,6.679999828,6.7899999620000004,6.6999998089999995,19642300.0,6.694557187000001,55.14285714,11.28571429,51.85714286,0.0,1.0
2017-08-31,7.079999924,7.079999924,7.079999924,7.079999924,0.0,6.7277925000000005,54.42857143,10.85714286,53.57142857,0.0,0.0
2017-09-01,7.079999924,7.079999924,7.079999924,7.079999924,0.0,6.745862357000001,50.71428571,10.57142857,55.57142857,0.0,0.0
2017-09-05,7.0,6.7100000379999996,7.0,6.760000229,15962400.0,6.705339857,48.42857143,11.14285714,54.14285714,0.0,0.0
2017-09-06,6.809999942999999,6.71999979,6.760000229,6.75,6913300.0,6.700719987,46.14285714,11.71428571,52.71428571,0.0,1.0
2017-09-07,6.909999847000001,6.739999771,6.769999981000001,6.909999847000001,16763400.0,6.692363652999999,43.85714286,12.28571429,51.28571429,0.0,0.0
2017-09-08,6.8699998860000004,6.760000229,6.8699998860000004,6.760000229,6675800.0,6.671747246,41.57142857,12.85714286,49.85714286,0.0,1.0
2017-09-11,6.809999942999999,6.760000229,6.760000229,6.769999981000001,10169400.0,6.589119843,37.57142857,14.42857143,46.71428571,0.0,1.0
2017-09-12,6.8000001910000005,6.730000018999999,6.78000021,6.8000001910000005,18131600.0,6.57601848,38.14285714,14.85714286,46.42857143,0.0,0.0
2017-09-13,6.8000001910000005,6.71999979,6.78000021,6.71999979,5199900.0,6.560144669,38.71428571,15.28571429,46.14285714,0.0,1.0
2017-09-14,6.760000229,6.7100000379999996,6.739999771,6.730000018999999,7145000.0,6.531873019,39.28571429,15.71428571,45.85714286,0.0,1.0
2017-09-15,6.75,6.53000021,6.730000018999999,6.75,25743300.0,6.491886997000001,39.85714286,16.14285714,45.57142857,0.0,0.0
2017-09-18,6.7100000379999996,6.6199998860000004,6.6999998089999995,6.690000057000001,11429700.0,6.392081878,41.57142857,16.57142857,44.85714286,0.0,0.0
2017-09-19,6.670000076,6.4600000379999996,6.650000095,6.4600000379999996,20290300.0,6.367901855,42.14285714,16.14285714,44.71428571,0.0,0.0
2017-09-20,6.3699998860000004,6.21999979,6.320000172,6.309999942999999,72186200.0,6.337563372000001,42.71428571,15.71428571,44.57142857,0.0,1.0
2017-09-21,6.389999866,6.2899999620000004,6.309999942999999,6.349999905,56228200.0,6.30393642,43.28571429,15.28571429,44.42857143,0.0,0.0
2017-09-22,6.349999905,6.349999905,6.349999905,6.349999905,0.0,6.277936896,43.85714286,14.85714286,44.28571429,0.0,0.0
2017-09-25,6.349999905,6.260000229,6.349999905,6.309999942999999,61025200.0,6.2713156560000005,43.0,14.14285714,43.71428571,0.0,1.0
2017-09-26,6.340000152999999,6.260000229,6.3000001910000005,6.340000152999999,58168500.0,6.259027218,41.0,14.28571429,43.42857143,0.0,0.0
2017-09-27,6.340000152999999,6.269999981000001,6.309999942999999,6.3000001910000005,16930900.0,6.234407041,39.0,14.42857143,43.14285714,0.0,0.0
2017-09-28,6.349999905,6.269999981000001,6.3000001910000005,6.269999981000001,21701200.0,6.211330097,37.0,14.57142857,42.85714286,1.0,1.0
2017-09-29,6.320000172,6.260000229,6.3000001910000005,6.3000001910000005,23282200.0,6.2045779439999995,35.0,14.71428571,42.57142857,0.0,1.0
2017-10-02,6.349999905,6.2899999620000004,6.3000001910000005,6.340000152999999,17738300.0,6.247060437999999,32.85714286,14.85714286,42.42857143,0.0,1.0
2017-10-03,6.3699998860000004,6.320000172,6.340000152999999,6.360000134,22027900.0,6.243212638999999,34.71428571,14.71428571,42.85714286,0.0,1.0
2017-10-04,6.4499998089999995,6.349999905,6.360000134,6.409999847000001,16795300.0,6.232033887,36.57142857,14.57142857,43.28571429,1.0,0.0
2017-10-05,6.420000076,6.3699998860000004,6.400000095,6.400000095,11585600.0,6.226129589,38.42857143,14.42857143,43.71428571,0.0,1.0
2017-10-06,6.440000057000001,6.400000095,6.409999847000001,6.409999847000001,14384900.0,6.230885292999999,40.28571429,14.28571429,44.14285714,0.0,1.0
